critic,fresh,imdb,publication,quote,review_date,rtid,title
Richard Schickel,fresh,109635.0,TIME Magazine,"Douglas, with Fatal Attraction and Basic Instinct behind him, knows all about playing male victimization without total loss of amour propre. Moore's ferocity is totally unredeemed, therefore totally riveting.",2014-04-25,14350.0,Disclosure
Jack Kroll,rotten,109635.0,Newsweek,"In this world of Information Highway sophistication and virtual-reality marvels, the pivotal plot points are all rickety coincidences: an overheard conversation, a fortuitous phone call.",2013-01-18,14350.0,Disclosure
Owen Gleiberman,fresh,109635.0,Entertainment Weekly,A glibly entertaining corporate thriller.,2008-11-05,14350.0,Disclosure
Jonathan Rosenbaum,rotten,109635.0,Chicago Reader,You know in advance what the politics will be: strong women in positions of power are just fine as long as they aren't sexually dominant and obey middle-class rules of propriety.,2008-11-05,14350.0,Disclosure
Todd McCarthy,fresh,109635.0,Variety,"Levinson and Attanasio don't ignore the basics of the tale, but don't indulge them either, subjectively approaching Tom's character to maximize dramatic involvement and treating the most explosive aspects of the story more rationally than emotionally.",2008-06-09,14350.0,Disclosure
,fresh,109635.0,Time Out,"Hokey and classy in equal measure, this is better than it ought to be.",2006-01-26,14350.0,Disclosure
Janet Maslin,rotten,109635.0,New York Times,"This time, it's the author who's the dinosaur.",2003-05-20,14350.0,Disclosure
Roger Ebert,rotten,109635.0,Chicago Sun-Times,"It is an exercise in pure cynicism, with little respect for its subject -- or for its thriller plot, which I defy anyone to explain.",2000-01-01,14350.0,Disclosure
James Berardinelli,fresh,109635.0,ReelViews,"As a thriller, this movie is effective and gripping, if occasionally contrived as a result of overplotting.",2000-01-01,14350.0,Disclosure
Hal Hinson,fresh,109635.0,Washington Post,Smashingly entertaining.,2000-01-01,14350.0,Disclosure
Mick LaSalle,fresh,109635.0,San Francisco Chronicle,"As the poor shlub fighting several battles at once -- all of them against shrewder, meaner adversaries -- Douglas is a complex and sympathetic Everyman.",2000-01-01,14350.0,Disclosure
Desson Thomson,rotten,109635.0,Washington Post,You should read what happens in the book. It would make a helluva movie.,2000-01-01,14350.0,Disclosure
Variety Staff,fresh,96316.0,Variety,"The true story of a great American visionary who was thwarted, if not destroyed, by the established order, Tucker represents the sunniest imaginable telling of an at least partly tragic episode in recent history.",2007-12-12,10430.0,Tucker: The Man and His Dream
Richard Schickel,fresh,96316.0,TIME Magazine,"The result is a film consistent narratively, confident stylistically and abounce with the quaint quality that animated both the hero and his times, something we used to call pep.",2007-12-12,10430.0,Tucker: The Man and His Dream
Jonathan Rosenbaum,fresh,96316.0,Chicago Reader,Francis Coppola's stylish and heartfelt tribute to the innovative automobile designer Preston Thomas Tucker turns out to be one of his most personal and successful movies.,2007-12-12,10430.0,Tucker: The Man and His Dream
,rotten,96316.0,Time Out,"The cinematic sleight-of-hand parallels the bombast of its hero, but you never get a glimpse of either visionary.",2006-02-09,10430.0,Tucker: The Man and His Dream
Joe Williams,fresh,96316.0,St. Louis Post-Dispatch,,2005-07-07,10430.0,Tucker: The Man and His Dream
Janet Maslin,fresh,96316.0,New York Times,"Mr. Coppola has done things this fancily before, but never with so clear and moving a sense of purpose.",2003-05-20,10430.0,Tucker: The Man and His Dream
Rita Kempley,rotten,96316.0,Washington Post,"Tucker came up with a classic, but poor Coppola has turned a great American tragedy into a gas-guzzling human comedy.",2000-01-01,10430.0,Tucker: The Man and His Dream
Desson Thomson,fresh,96316.0,Washington Post,Nobody does it better: Pristine images glide past you with the just-waxed brilliance of an assembly line of new Tuckers.,2000-01-01,10430.0,Tucker: The Man and His Dream
Roger Ebert,rotten,96316.0,Chicago Sun-Times,"If we're offered a movie named Tucker: The Man and His Dream, we leave feeling cheated if we only get the dream.",2000-01-01,10430.0,Tucker: The Man and His Dream
Frank Scheck,fresh,109686.0,Hollywood Reporter,"The plot, of course, is merely an excuse for an endless series of gags, and the percentage of them that score is fairly high.",2014-11-12,10194.0,Dumb & Dumber
Owen Gleiberman,fresh,109686.0,Entertainment Weekly,"Dumb and Dumber, which features Carrey and Jeff Daniels as nitwits traveling cross-country, is a frayed string of gags posing as a movie. Carrey, though, does literal-minded doofdom with peerless enthusiasm.",2008-04-28,10194.0,Dumb & Dumber
Variety Staff,fresh,109686.0,Variety,The wholeheartedness of this descent into crude and rude humor is so good-natured and precise that it's hard not to partake in the guilty pleasures of the exercise.,2008-04-28,10194.0,Dumb & Dumber
Jonathan Rosenbaum,rotten,109686.0,Chicago Reader,This is a long way from the social comedy of Jerry Lewis. The characters here are ultimately turned into punching bags or punch-line dispensers.,2008-04-28,10194.0,Dumb & Dumber
Tom Charity,rotten,109686.0,Time Out,"Given American cinema's current obsession with innocence and ignorance, at least this never romanticises its protagonists. They are genuinely, irredeemably, 100 per cent no-hopers.",2006-01-26,10194.0,Dumb & Dumber
,rotten,109686.0,Toronto Star,,2003-06-14,10194.0,Dumb & Dumber
Stephen Holden,fresh,109686.0,New York Times,"A movie that fully lives up to its name, right down to an opening credit sequence rife with intentional misspellings and grammatical errors.",2003-05-20,10194.0,Dumb & Dumber
Desson Thomson,rotten,109686.0,Washington Post,"An uneven collection of bodily function jokes, facial gyrations, sexual jibes and pedestrian slapstick.",2000-01-01,10194.0,Dumb & Dumber
Rita Kempley,rotten,109686.0,Washington Post,"An execrable catalogue of doody jokes, Dumb and Dumber is an abominable, abdominal comedy.",2000-01-01,10194.0,Dumb & Dumber
Peter Stack,fresh,109686.0,San Francisco Chronicle,"Inspired, irreverent, spark-driven comedy that takes you places you never thought a movie would go -- even a Jim Carrey movie.",2000-01-01,10194.0,Dumb & Dumber
Roger Ebert,rotten,109686.0,Chicago Sun-Times,"Carrey, I am now convinced, is a true original. In The Mask, he had the screenplay and production to back him up. Here, the filmmaking is more uncertain.",2000-01-01,10194.0,Dumb & Dumber
James Berardinelli,rotten,109686.0,ReelViews,"While I won't claim to have gone through this entire film without laughing, there are some long periods between chuckles.",2000-01-01,10194.0,Dumb & Dumber
Steven Rea,fresh,111797.0,Philadelphia Inquirer,"Lee's Eat Drink Man Woman is tender without being mushy, sweet without being syrupy -- and surprising in ways that can only make you smile.",2014-02-10,17093.0,Yin shi nan nu
Jay Boyar,rotten,111797.0,Orlando Sentinel,"But by the end, I felt that Lee had, so to speak, stuck a little too closely to the recipe: His movie is moderately enjoyable in a been-there, done-that sort of way.",2014-02-10,17093.0,Yin shi nan nu
Michael Wilmington,fresh,111797.0,Chicago Tribune,"Eat Drink Man Woman may not just amuse and entertain you. It's likely to make you very hungry, too-perhaps for more than food.",2014-02-10,17093.0,Yin shi nan nu
Anthony Lane,rotten,111797.0,New Yorker,"That guarantee of good taste is, finally, a bit of a downer; there are plenty of surprises, but no hint of risk.",2014-02-03,17093.0,Yin shi nan nu
Jonathan Rosenbaum,fresh,111797.0,Chicago Reader,Mildly charming.,2009-02-02,17093.0,Yin shi nan nu
Leonard Klady,fresh,111797.0,Variety,Ambitious and entertaining.,2008-07-23,17093.0,Yin shi nan nu
Geoff Andrew,rotten,111797.0,Time Out,"The food metaphor never carries weight, and the characterisations are too shallow to lend the film emotional punch.",2006-01-26,17093.0,Yin shi nan nu
Janet Maslin,fresh,111797.0,New York Times,"Wonderfully seductive, and nicely knowing about all of its characters' appetites.",2003-05-20,17093.0,Yin shi nan nu
Desson Thomson,fresh,111797.0,Washington Post,"The movie's main appeal -- beyond stomach yearnings caused by its cuisine -- comes from the actors, who infuse their archetypal roles with comedic appeal.",2000-01-01,17093.0,Yin shi nan nu
Hal Hinson,fresh,111797.0,Washington Post,Eat Drink Man Woman is a delicacy but also something more -- something like food for the heart.,2000-01-01,17093.0,Yin shi nan nu
James Berardinelli,fresh,111797.0,ReelViews,Who said foreign films can't be fun?,2000-01-01,17093.0,Yin shi nan nu
Edward Guthmann,fresh,111797.0,San Francisco Chronicle,"A spicy, well-written comedy about family, food and independence.",2000-01-01,17093.0,Yin shi nan nu
Lisa Schwarzbaum,fresh,111797.0,Entertainment Weekly,"The personalities in this well-drawn family combine to produce subtle new flavors -- and in the end, no one is spiced as you'd imagined they'd be.",1994-08-03,17093.0,Yin shi nan nu
Lisa Schwarzbaum,rotten,113117.0,Entertainment Weekly,,2011-09-07,10131.0,French Kiss
Joe Morgenstern,none,113117.0,Wall Street Journal,,2011-01-22,10131.0,French Kiss
Brian Lowry,none,113117.0,Variety,,2009-03-26,10131.0,French Kiss
,none,113117.0,Time Out,,2006-01-26,10131.0,French Kiss
Janet Maslin,none,113117.0,New York Times,,2003-05-20,10131.0,French Kiss
Mick LaSalle,fresh,113117.0,San Francisco Chronicle,,2002-06-18,10131.0,French Kiss
,none,113117.0,Globe and Mail,,2002-04-12,10131.0,French Kiss
Peter Rainer,none,113117.0,Los Angeles Times,,2001-02-13,10131.0,French Kiss
Desson Thomson,none,113117.0,Washington Post,,2000-01-01,10131.0,French Kiss
Roger Ebert,rotten,113117.0,Chicago Sun-Times,,2000-01-01,10131.0,French Kiss
Rita Kempley,none,113117.0,Washington Post,,2000-01-01,10131.0,French Kiss
James Berardinelli,rotten,113117.0,ReelViews,The delicate air of romance that often makes this sort of film worthwhile is absent.,2000-01-01,10131.0,French Kiss
,rotten,113117.0,Entertainment Weekly,,1995-05-05,10131.0,French Kiss
Owen Gleiberman,rotten,113097.0,Entertainment Weekly,,2011-09-07,11106.0,Forget Paris
,none,113097.0,Variety,,2009-03-26,11106.0,Forget Paris
,rotten,113097.0,Time Out,"Like the relationship it depicts, everything goes terribly slack in the middle.",2006-01-26,11106.0,Forget Paris
Caryn James,rotten,113097.0,New York Times,Mr. Crystal's style as a director is smoothe and bland.,2003-05-20,11106.0,Forget Paris
Mick LaSalle,rotten,113097.0,San Francisco Chronicle,"Since the stories are none too startling, it's hard to see why these otherwise bright people should be so enthusiastic about boring themselves.",2002-06-18,11106.0,Forget Paris
James Berardinelli,rotten,113097.0,ReelViews,"With its uneven tone, Forget Paris doesn't have enough comedy or heartfelt romance to eclipse its faults.",2000-01-01,11106.0,Forget Paris
Roger Ebert,fresh,113097.0,Chicago Sun-Times,It all works.,2000-01-01,11106.0,Forget Paris
Desson Thomson,rotten,113097.0,Washington Post,"This movie has such a naked desire to evoke the human condition, you want to throw a blanket over it.",2000-01-01,11106.0,Forget Paris
Hal Hinson,rotten,113097.0,Washington Post,Shamelessly schmaltzy.,2000-01-01,11106.0,Forget Paris
Susan Wloszczyna,fresh,113097.0,USA Today,"In the marriage-go-round Forget Paris, Debra Winger falls for Billy Crystal because he makes her laugh. Likewise, you will forgive Forget its faults because it will make you chuckle. Hard. And often.",2000-01-01,11106.0,Forget Paris
,rotten,113097.0,Entertainment Weekly,,1995-05-19,11106.0,Forget Paris
Michael O'Sullivan,none,113303.0,Washington Post,,2011-09-24,15714.0,Hideaway
Owen Gleiberman,rotten,113303.0,Entertainment Weekly,,2011-09-07,15714.0,Hideaway
Manohla Dargis,none,113303.0,New York Times,,2010-09-13,15714.0,Hideaway
David Denby,none,113303.0,New Yorker,,2010-09-07,15714.0,Hideaway
Leonard Klady,none,113303.0,Variety,,2009-03-26,15714.0,Hideaway
Janet Maslin,none,113303.0,New York Times,,2003-05-20,15714.0,Hideaway
Mick LaSalle,rotten,113303.0,San Francisco Chronicle,,2002-06-18,15714.0,Hideaway
,none,113303.0,Globe and Mail,,2002-04-12,15714.0,Hideaway
Peter Rainer,none,113303.0,Los Angeles Times,,2001-02-13,15714.0,Hideaway
Roger Ebert,fresh,113303.0,Chicago Sun-Times,,2000-01-01,15714.0,Hideaway
Rita Kempley,none,113303.0,Washington Post,,2000-01-01,15714.0,Hideaway
James Berardinelli,rotten,113303.0,ReelViews,,2000-01-01,15714.0,Hideaway
,rotten,113303.0,Entertainment Weekly,,1995-03-03,15714.0,Hideaway
Lisa Schwarzbaum,rotten,113089.0,Entertainment Weekly,,2011-09-07,10846.0,Fluke
,none,113089.0,Variety,,2009-03-26,10846.0,Fluke
Emanuel Levy,rotten,113089.0,Variety,"This strange family fare, about a dog that was once a man, tries unsuccessfully to combine the expected magic of animal adventures with some more serious ideas.",2007-06-25,10846.0,Fluke
Caryn James,none,113089.0,New York Times,,2004-08-30,10846.0,Fluke
,none,113089.0,Globe and Mail,,2002-04-12,10846.0,Fluke
Kevin Thomas,none,113089.0,Los Angeles Times,,2001-02-13,10846.0,Fluke
Peter Stack,none,113089.0,San Francisco Chronicle,,2000-01-01,10846.0,Fluke
Rita Kempley,none,113089.0,Washington Post,,2000-01-01,10846.0,Fluke
Desson Thomson,none,113089.0,Washington Post,,2000-01-01,10846.0,Fluke
Mike Clark,rotten,113089.0,USA Today,"As if banal platitudes about work-vs. -family aren't insufferable enough, there's a kicker gag involving Jackson that'll even have Mister Rogers begging for Pulp Fiction II.",2000-01-01,10846.0,Fluke
,rotten,113089.0,Entertainment Weekly,,1995-06-02,10846.0,Fluke
Owen Gleiberman,rotten,109771.0,Entertainment Weekly,,2011-09-07,13801.0,Farinelli
Lisa Nesselson,none,109771.0,Variety,,2009-04-01,13801.0,Farinelli
,none,109771.0,Time Out,,2006-01-26,13801.0,Farinelli
Janet Maslin,none,109771.0,New York Times,,2004-08-30,13801.0,Farinelli
Kevin Thomas,fresh,109771.0,Los Angeles Times,Artistry abounds in every aspect of the film.,2001-02-13,13801.0,Farinelli
Stanley Kauffmann,none,109771.0,The New Republic,,2000-01-01,13801.0,Farinelli
Desson Thomson,rotten,109771.0,Washington Post,There's something too artificial and highfalutin about the movie.,2000-01-01,13801.0,Farinelli
James Berardinelli,fresh,109771.0,ReelViews,"A fascinating, if occasionally overly melodramatic, recreation of a period when Baroque music ruled Europe.",2000-01-01,13801.0,Farinelli
Hal Hinson,rotten,109771.0,Washington Post,"Because Carlo Broschi, the 18th-century castrato singer known as Farinelli, was himself such an exotic and sensationalistic figure, you'd think that creating a dull movie out of his flamboyant life would be next to impossible. Think again.",2000-01-01,13801.0,Farinelli
Edward Guthmann,rotten,109771.0,San Francisco Chronicle,"Glossy and histrionic, salacious and empty, Farinelli reduces a fascinating story to a series of hissy fits and leering glances.",2000-01-01,13801.0,Farinelli
Roger Ebert,rotten,109771.0,Chicago Sun-Times,"Farinelli, one of the 1995 Oscar nominees in the foreign film category, is onto an interesting story, all right, but it leaves us feeling, like some of Farinelli's lovers, that something is missing.",2000-01-01,13801.0,Farinelli
Variety Staff,rotten,80745.0,Variety,"The expensive new version of Flash Gordon is a lot more gaudy, and just as dumb, as the original series starring Buster Crabbe.",2009-03-26,10762.0,Flash Gordon
